,link,moviename,vote_average,vote_count,img,director,scriptwriter,actors,place,language,secName,types,long,years,overview
906,https://movie.douban.com/subject/27041453/,开封奇谈——这个包公不太行,7.6,2955.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2459556362.jpg,小野败仔,晓晨兽,冷泉夜月, 中国大陆, 汉语普通话, 开封奇谈 / 这个包公不太行 / 这个包公有点萌 / 开封奇谈动画版 / 这个包公不太行动画版,"['喜剧', '动画', '悬疑', '古装']", 12分钟,2017.0,《开封奇谈》重新定义包公、公孙策、展昭等角色，他们一改之前的正经形象，平日呆萌搞笑、吐槽满满，探案时却又正经帅气、睿智逼人。包公每到为他人主持正义之时，就会变身拥有强大的能量。还有腹黑的公孙策、呆萌正直的展昭这二人一路守护包公惩奸除恶，还在伸张正义的过程中结识了很多珍贵的朋友。但是他们的任务并不轻松，在理想的路上会遇到各种艰难险阻，而且在众多困难的背后，还有一股强大的邪恶势力在与他们对抗
907,https://movie.douban.com/subject/1433676/,卧底肥妈2 Big Momma's House 2,6.8,8327.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p925227410.jpg,John Whitesell,Don Rhymer,马丁·劳伦斯, 美国, 英语, 绝地奶霸2,"['喜剧', '动作', '惊悚']",99,2006.0,FBI探员马刚（马丁•劳伦斯 Martin Lawrence 饰）最近和妻小闹得很不愉快，家人总是责备他太忙于工作而疏忽了照顾家庭。马刚这边正闹得情绪低落，却又有大案件找上了他。原来某日政府机关的电脑突然全部死机，过后发现很多绝密文档都被人浏览过了。FBI怀疑电脑工程师汤姆（马克•摩斯 Mark Moses 饰）有重大嫌疑，却又一直都找不到证据，于是只好派马刚再次出山。军命难违，本来不愿意再增加工作的马刚只有再次化身成肥胖的老妈子，以保姆身份混进了汤姆的家。在这里，他却意外发现了一个喧哗的世界，他和家里的三个孩子玩得不亦乐乎，亦知道了重拾天伦之乐的方法……
909,https://movie.douban.com/subject/1298065/,异灵灵异2002 2002,6.7,6092.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2236027019.jpg,叶伟信,谷德昭,谢霆锋, 中国香港, 粤语, 异灵灵异-2002,"['喜剧', '爱情', '科幻', '恐怖']",96,2001.0,警方设立一个名为“2002”的部门，专门对付祸害人间的游魂野鬼。部门内潮（谢霆锋 饰）是拥有阴阳眼的人类，Sam（李灿森 饰）则是个鬼魂，整个部门便由这一人一鬼组成。期间他们遇到了形形式式的加害人类的鬼魂，并一一收复了。后来潮受死去的四婆所托，帮忙照顾住院中的孙女Rain（李彩桦 饰）。潮爱上了医院中的一名护士。但他要专心于Sam一起对付水鬼，这场争斗将决定他们的生死。
910,https://movie.douban.com/subject/5327217/,忽然七日 Before I Fall,6.6,9196.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2398644395.jpg,莱·拉索-扬,玛丽娅·玛根蒂,佐伊·达奇, 美国, 英语, 还有机会说再见(台) / 7刻时空(港) / 在我坠落前,"['剧情', '悬疑']",99,2017.0,萝伦奥立佛同名畅销小说改编。莎曼珊金斯顿(柔伊德区 饰演)在2月12日晚上发生意外，她感觉自己将永无止尽地坠落，但一个声响打断沉默，她醒过来了，闹钟已经响了二十分钟。现在是早上六点五十分，2月12日。意外过后，莎曼珊发现自己不断回到这一天，而她每一个不同的决定和选择，竟然都有深远的影响。她逐渐明白，自己仿佛肩负着某个使命，必须完成某些事、改变某些人的生命，也许，她一次又一次回到这一天，为的并不是要救自己，而是另一个人……
911,https://movie.douban.com/subject/2154868/,戏说乾隆 戲說乾隆,8.2,30333.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2219471632.jpg,范秀明,宋项如,郑少秋, 中国台湾, 汉语普通话, 戏说乾隆(中视版) / 戏说乾隆第一部 / Make Bitter Qianlong,"['爱情', '武侠', '古装']", 45分钟,1991.0,三次出行，三段邂逅，三段传奇。以戏说的形式描述了乾隆皇帝（郑少秋 饰）微服出行过程中，遇到的奇景奇事，从诗情画意的江南到神秘的西滇，结识朋友，偶遇佳人，趣事不断。或是纵情山水，或是身处险境，或愉悦或失落。在这过程中，体会皇帝的得意与失意，取与舍。
913,https://movie.douban.com/subject/27039069/,宝贝儿,5.2,39596.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2531326284.jpg,刘杰,刘杰,杨幂, 中国大陆, 汉语普通话, 宝贝 / Baby,['剧情'],96,2018.0,残疾女孩江萌（杨幂 饰）与年迈的养母相依为命，为了不让养母流落养老院，江萌进城打工，没想到在医院碰到了与自己同病相怜的无肛女婴，引起了江萌的怜爱。江萌发现，无肛女婴的父亲（郭京飞 饰）匆匆带出医院，意图放弃治疗。就在无肛女婴生死存亡之际，江萌踏上了拯救生命的征程，到处打听孩子的下落，在这个寻找的过程中女护士的身世之谜也逐渐被揭开。
914,https://movie.douban.com/subject/25776178/,活埋前女友 Burying the Ex,5.4,2566.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2245615992.jpg,乔·丹特,Alan Trezza,安东·叶利钦, 美国, 英语, 我的尸控女友(台),"['喜剧', '恐怖']",89,2014.0,在恐怖用品专卖店“血腥玛丽”打工的麦克斯（安东·叶利钦 Anton Yelchin 饰）和美丽女孩艾芙琳（阿什丽·格林尼 Ashley Greene 饰）是一对同居情侣，他们经常在一起看古老的恐怖片，同时享受快乐浪漫的二人世界。美中不足的是，艾芙琳是一个极端的环保主义者，她对健康生活的狂热追求渐渐令麦克斯透不过起来。经过深思熟虑，麦克斯终于下定决心要跟艾芙琳分手，谁知艾芙琳却在一场突如其来的车祸中丧生。在此之后，悔恨交加的麦克斯低落了好一阵时间，当他觉得终于要走出阴霾时，谁曾想到从公墓里爬出来的艾芙琳居然活生生地出现在他的面前。
917,https://movie.douban.com/subject/3824351/,雪山惊魂3 Fritt vilt III,5.0,1230.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p640225918.jpg,Mikkel Brænne Sandemose,Peder Fuglerud,Ida Marie Bakkerud, 挪威, 挪威语, Cold Prey 3,['恐怖'],95,2010.0,在挪威某个国家森林公园的腹地，坐落着一家清冷阴森的旅店。12年前经营旅店的夫妇和他们的孩子相继失踪，令这里蒙上一层神秘恐怖的面纱，同时也成为年轻人们寻求刺激、心驰神往的绝佳所在。1988年的一天，马格（Pal Stokka 饰）、纳特（Sturla Valldal Rui 饰）、西蒙（Arthur Berning 饰）、安德斯（Kims Falck-Jorgensen 饰）、海达（Ida Marie Bakkerud 饰）和斯瑞（Julie Rusti 饰）等6名年轻人相约来到山中度假，旅店的气氛令斯瑞深感不安，在她强烈的要求下，众人放弃在旅店过夜的计划，转而露宿湖旁。夜晚，互有好感的斯瑞和纳特偷偷幽会，却不慎跌入一个补兽陷阱，纳特身受重伤，不久更被一个神秘的男子杀害。
918,https://movie.douban.com/subject/1292270/,梦之安魂曲 Requiem for a Dream,8.7,161689.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2328516855.jpg,达伦·阿伦诺夫斯基,小胡伯特·塞尔比,艾伦·伯斯汀, 美国, 英语, 噩梦挽歌(台) / 迷上瘾(港) / 梦的挽歌,['剧情'],102,2000.0,哈瑞（杰瑞德·莱托 Jared Leto 饰）和玛丽安（詹妮弗·康纳利 Jennifer Connelly 饰）彼此相爱，梦想着开个服装店，梦想着有个美好的明天。然而他们都离不开毒品，并想着以销毒赚得第一桶金。哈瑞的母亲是个彻底的电视迷，最大的梦想是上电视，为此不顾年迈吞食减肥药。由于药品里的毒品成分，她渐渐上了瘾。哈瑞的朋友狄龙（马龙·韦恩斯 Marlon Wayans 饰）同样是个瘾君子，为了挣大钱加入了黑社会。为了梦想，他们努力着，却一步步深陷毒品难以自拔。 哈瑞的胳膊因注射毒品感染而被割去；玛丽安为了毒品出卖肉体和自尊；哈瑞的母亲最终住进了精神病院受尽折磨；狄龙锒铛入狱。当视线变得模糊，梦在遥远处呼唤，迷失的人该以怎样的姿态安抚自己的灵魂。
919,https://movie.douban.com/subject/1297497/,江湖情,7.1,8147.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p987807504.jpg,黄泰来,萧若元,周润发, 中国香港, 粤语, Rich and Famous / Black Vengeance,"['剧情', '动作', '惊悚', '犯罪']",104,1987.0,香港早期，大量难民涌入，龙蛇混集。潮州人杨群带年幼的小凤和阿华（刘德华 饰）来港，不料投靠的朋友刚好去世，于是他独自抚养小凤、阿华和良仔。数年后，良仔（万梓良 饰）不学无术，沉迷赌博，结果欠下一笔巨款。阿华为救他被殴打致伤，并引来黑势力大佬的追杀，走投无路的他向周（周润发 饰）求救。周因阿华的英勇和义气将他留在身边并委以重任，使阿华继而平步青云；良仔轻佻浮躁，不得周的垂青，却因此对阿华怀恨在心。良仔勾结黑帮大佬杀死了得到周庇护的泰国毒枭（李修贤 饰），周要杀良仔报仇，后经阿华求情才获生路。但良仔不思悔改反要杀阿华，并策划在周结婚之日大开杀戒……
920,https://movie.douban.com/subject/34986831/,未知生物,7.3,608.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2590642832.jpg,葛文喆,方佳梦,付小仙, 中国大陆, 汉语普通话, Creatures Unknown,"['剧情', '爱情', '悬疑']", 27分钟,2020.0,南方烟波岛上出现诡异至极的怪案，岛上居民接连神秘失踪。同时，一个短发少女（付小仙 饰）突然来到小镇，似乎与失踪事件极为关联。为了找到失踪的好友游尚杰（祁宋 饰），小镇高中生付君浩（吴幸键 饰）和张宇轩（王成 饰）带着这个神秘少女，四处探查，寻找真相。与此同时，失踪了亲生哥哥的小镇高中女老师沙拉（余心恬 饰），也和欢喜冤家岛上的富二代苏民绪（麻家铭 饰）结成一支小队，对于突然出现在岛上的神秘黑衣人团伙展开了调查……
921,https://movie.douban.com/subject/1308797/,救命,6.6,19196.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p774384343.jpg,罗志良,陈淑贤,林嘉欣, 中国香港, 粤语, Koma,"['剧情', '惊悚', '恐怖']",88,2004.0,风雨交加的夜晚，一场盛大的婚礼正在某豪华星级酒店举行时，突发骇人听闻惨案，伴娘子清（李心洁）成为唯一目击证人。在警署，子清一口咬定疑凶是闭路电视上的神秘人孙玲（林嘉欣）。得知孙玲与自己的男友有着不同寻常的隐情后，因肾脏有问题一直觉得亏欠男友的子清几乎崩溃。
922,https://movie.douban.com/subject/1507274/,鬼眼,6.4,789.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2341025585.jpg,桂治洪,倪匡,陈思佳, 中国香港, 汉语普通话, Ghost Eyes,"['恐怖', '奇幻']",98,1974.0,由澳门赴港工作的美容师王宝玲（陈思佳 饰）这天遇到一位风度翩翩的男客人，对方自称史仲杰（思维 饰），似乎对宝玲有意并以隐形眼镜相赠。但宝玲戴上眼镜之后频频见鬼，日渐憔悴，史仲杰更露出了真面目，三番五次迷诱宝玲，宝玲欲挣脱史仲杰的鬼上身控制但为时已晚，沉迷恐怖小说的男友（林伟图 饰）亦不相信宝玲所言。举目无援之下，宝玲沦为鬼仆，哄骗自己同事供史仲杰摧残。男友在史仲杰住处潜伏一夜后终于明白事情真相，与宝玲求得道士出山降鬼，岂料史仲杰手段更高一筹，反借宝玲之手杀死道士，宝玲男友也受连累身死。宝玲无依无靠只得避居乡下，史仲杰却步步紧逼……
924,https://movie.douban.com/subject/10566582/,兰陵王,7.1,28630.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2056015232.jpg,钟澍佳,陈玉珊,冯绍峰, 中国大陆, 汉语普通话, King of Lan Ling,"['剧情', '爱情', '古装']", 40分钟,2013.0,魏晋南北朝时期，华夏大地步入前所未有的乱世。金戈铁马纵豪迈，勇夫壮士化枯骨。北齐气数将尽，北周在宇文邕（陈晓东 饰）的统领下迅速崛起，朝着统一大业全速前进。而在这位盖世英雄面前，北齐战神兰陵王高长恭（冯绍峰 饰）成为最大阻碍。在征伐途中，兰陵王意外踏入巫咸后人隐居的世外桃源，并结识了世代拥有预知能力的白山村女孩杨雪舞（林依晨 饰）。乱世因缘前注定，岂是人力所能移。雪舞这个奇女子与兰陵王和宇文邕均结下不解的因缘，可是纵使早已窥见未来的天机，却无法撼动命运的安排。
926,https://movie.douban.com/subject/3584929/,天元突破红莲螺岩 天元突破グレンラガン,9.1,12833.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2260233174.jpg,今石洋之,中岛一树,柿原彻也, 日本, 日语, 天元突破红莲之眼 / 天元突破 グッレン ラガン / Maiking Break-Through Gurren-Lagann,"['剧情', '喜剧', '动作', '科幻', '动画', '冒险']", 24分钟,2007.0,这是一个被命运背叛的男人，战斗、继续战斗、不断战斗的热血故事。
927,https://movie.douban.com/subject/26339228/,迷失：消失的女人 미씽: 사라진 여자,6.9,6248.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2392137525.jpg,李彦禧,洪恩美,严志媛, 韩国, 韩语 / 汉语普通话, Missing,['悬疑'],100,2016.0,讲述女儿被绑架的母亲与绑架孩子的家务助理在4天之中发生的故事的惊悚片。严智苑饰演一人培养女儿的母亲，追踪丢失的女儿的下落。孔晓振饰演与孩子一起消失的家务助理，加重影片的紧张感和悬疑。
929,https://movie.douban.com/subject/1296186/,小精灵 Gremlins,7.1,2126.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2471127663.jpg,乔·丹特,克里斯·哥伦布,霍伊特·阿克斯顿, 美国, 英语 / 西班牙语, 捣蛋鬼 / 小魔怪,"['喜剧', '恐怖', '奇幻']",106,1984.0,比利之父伦德路经一家古董店，看中一只灵巧的小精灵，想送给比利当圣诞礼物，店主老翁坚持不卖，但是老翁的孙子偷偷将小精灵卖给伦德，一连串不幸的事情就此展开。
930,https://movie.douban.com/subject/25851655/,四月是你的谎言 四月は君の嘘,9.0,49477.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2205975489.jpg,石黑恭平,吉冈孝夫,花江夏树, 日本, 日语, Your Lie in April,"['剧情', '动画', '音乐']", 24分钟,2014.0,从很小的时候起，在母亲的引导和教导下，有马公生（花江夏树 配音）便将成为优秀的钢琴师当做了自己的毕生理想，一路走来，亦斩获了不少佳绩。不幸的是，在11岁那年，有马的母亲去世了，而有马亦再也无法听见自己所演奏的琴声，如此一来，他同自己最初的梦想渐行渐远。
931,https://movie.douban.com/subject/4942776/,武侠,6.6,136723.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1084310090.jpg,陈可辛,林爱华,甄子丹, 中国香港 / 中国大陆, 汉语普通话 / 粤语 / 四川话, 同谋者 / Swordsmen / Dragon,"['剧情', '动作', '悬疑', '武侠']",115,2011.0,1917年，中国西南边陲的刘家村。刘金喜（甄子丹 饰）和妻子阿玉（汤唯 饰）共同抚养两个儿子方正和晓天，日子平淡且幸福。直到某一天，两个不速之客打破了刘家村的平静，也摧毁着金喜一家的生活。这二人企图洗劫村中的钱柜，被刚好在此的金喜撞见，一阵混乱打斗，二匪稀里糊涂被金喜打死。由于其中一人是政府通缉的要犯，因此县官大喜过望，村里人也将金喜奉为大英雄。但是，这看似普普通通的盲打误杀却引起一个人的怀疑，他名叫徐百九（金城武 饰），是县衙的捕快。从蛛丝马迹上来看，二匪系死于武功高强人之手，徐百九由此留在村里，对金喜展开了连番的观察、调查与试探。
932,https://movie.douban.com/subject/1306723/,超人3 Superman III,6.4,4299.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195975612.jpg,理查德·莱斯特,大卫·纽曼,克里斯托弗·里夫, 英国 / 美国, 英语 / 意大利语 / 西班牙语, Superman Vs. Superman / 大破电脑魔王 / 超人第三集,"['动作', '科幻', '冒险']",125,1983.0,超人又回来了！这次，超人克拉克（克里斯托弗•里夫 Christopher Reeve 饰）回家乡去参加高中同学聚会。聚会上，克拉克重遇了以前就一直心仪的女孩拉娜（安妮特•奥图勒 Annette O'Toole 饰）。爱火重燃的克拉克对拉娜展开了爱情攻势，两人很快就堕入了情网。正当两人浓情蜜意时，发生了一场灾难。本应马上出动的克拉克因为沉浸在和拉娜共处的时光而延误了救灾，导致了更多无辜的人们的伤亡，为此克拉克感到异常的自责。
933,https://movie.douban.com/subject/1941347/,谜之屋 The Lost Room,8.4,12783.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2494157949.jpg,克雷格·R·巴克斯利,Laura Harkcom,彼得·克劳斯, 美国, 英语, 失落的房间 / 密室惊魂 / 亡命魔界 / 失落之屋,"['动作', '科幻', '悬疑']", 90分钟,2006.0,故事发生在阳光旅馆的10号房，这是一个神奇的房间，其中发生的事情早已经脱离了能够用科学解释的范畴。这个房间里，每一样物品都被赋予了一种特殊的能力，拥有了一件物品，就能够随心所欲的使用它的能力。当这个消息不胫而走的时候，各路人士怀揣着各种各样的目的从世界各地聚集到了10号房间，然而他们并不知道的事，得到就要付出，这付出可能是身体上的、感情上的，也有可能是生命。
934,https://movie.douban.com/subject/25696972/,安堂机器人 安堂ロイド～A.I. knows LOVE？～,7.4,12386.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2156672903.jpg,波多野貴文,西荻弓絵,木村拓哉, 日本, 日语, A.I.人工智慧男友(台) / 安堂机器人 ～A.I. knows LOVE?～ / Andoroido ～A.I. Knows Love?～ / Ando Lloyd - A.I. Knows Love ?,"['爱情', '科幻']", 45分钟,2013.0,2013年，坊间突然流传一份未来的杀人事件表，上面所列人物几乎均已死亡。而现任东京帝国大学天才次元物理学教授沫岛黎士（木村拓哉 饰）及其在某IT公司工作的未婚妻麻阳（柴崎幸 饰）成为即将被猎杀的目标。黎士对此似乎早有心理准备，他通知麻阳早做防范，而自己却似乎未能跳脱历史“既定规律”，其名字最终出现在一家失事飞机的遇难者名单当中。正当麻阳沉浸在往昔美好的回忆之中悲痛欲绝的时候，一个与黎士一模一样的男人出现在他面前。该男子自称是代号ARXII-13的智能机器人，来自100年后的世界。他受神秘委托人差遣，确保麻阳不会被未来警察派出的智能杀手们杀害。
936,https://movie.douban.com/subject/26924069/,欧布奥特曼：请借给我纽带的力量！ 劇場版 ウルトラマンオーブ 絆の力、おかりします！,6.7,1003.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2448022653.jpg,田口清隆,中野贵雄,石黑英雄, 日本, 日语, 欧布奥特曼：纽带的力量，请借我一用！ / 欧布奥特曼剧场版：赐予我羁绊之力吧 / Ultraman Orb The Movie,"['动作', '科幻']",72,2017.0,怪奇现象调查组织SSP成员某天收到了来自艾克斯奥特曼的变身器艾克斯终端。有雨落入了敌人的陷阱，特殊防卫队Xio的队员大空大地（高桥健介 饰）被迫与艾克斯奥特曼解除了一体化的联系。在此之后，大地下落不明，艾克斯奥特曼值得拜托SSP和红凯（石黑英雄 饰）寻找大地。另一方面，时刻企图将美丽的东西变成宝石据为己有的邪恶外星女魔头穆鲁娜奥，而今正打算把地球变成宝石。与此同时，暗黑军团伽古拉也蠢蠢欲动。地球面临最大的危机……
937,https://movie.douban.com/subject/6870493/,蓝精灵2 The Smurfs 2,6.5,23581.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2089514860.jpg,拉加·高斯内尔,J·大卫·斯提姆,尼尔·帕特里克·哈里斯, 美国, 英语 / 法语, 蓝色小精灵2(台),"['喜剧', '动画', '奇幻']",105,2013.0,为了获得更多的蓝精灵精华，邪恶巫师格格巫（汉克·阿扎利亚 Hank Azaria 饰）制造了两个调皮捣蛋的灰色小精灵韦克茜（克里斯蒂娜·里奇 Christina Ricci 配音）和海库斯（JB·斯穆夫 J.B. Smoove 配音）。可是他无法从灰精灵那里提取精华，为此格格巫派出韦克茜混入大森林，绑架了即将迎来生日的蓝妹妹（凯蒂·派瑞 Katy Perry 配音），希望能从她口中拷问出蓝爸爸（乔纳森·温特斯 Jonathan Winters 配音）将她变蓝的秘密。
939,https://movie.douban.com/subject/26892564/,萌妃驾到,7.0,10945.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2523599899.jpg,邹集城,连翘,汪东城, 中国大陆, 汉语普通话, Mengfei Comes Across,"['喜剧', '爱情', '古装']", 45分钟,2018.0,隋唐时期康城御史大夫的女儿步萌，进宫后为了躲避宫廷是非，也不愿意自己的姻缘命运被他人安排左右，一辈子依附皇权过日子，一直都以装病躲避侍寝。在后宫中相继认识了聪明伶俐的言轻言妃、爱哭爱吃爱皇上的曲碗碗曲嫔，以及武功高强出自将门的骁贵人。几个人性情相投，成为至交好友。皇上因步御史多次批评谏言，决定找步御史的女儿步萌出气，随着与步萌越来越多的接触反被她与众不同的个性所吸引，开始有意无意的制造接触机会。但是步萌避之唯恐不及，直到一次偶尔的微服出宫两人成为了朋友，步萌也逐渐发现了皇上身上的很多优点，也深深的爱上了皇上，决定为了爱情放弃自己的执念。
